0.660217;0.750373;0
0.460440;0.793855;0
0.460440;0.765323;0
0.460440;0.730397;0
0.460440;0.692839;0
0.445508;0.817600;0
0.428743;0.837934;0
0.428743;0.878658;1
0.428743;0.915953;0
0.428743;0.999258;0
0.819264;0.516152;1
0.819264;0.523430;0
0.559855;0.641614;0
0.534924;0.699147;0
0.801006;0.326723;1
0.724485;0.504482;0
0.699827;0.417798;0
0.678612;0.472819;0
0.678612;0.487262;1
0.642737;0.679316;0
0.678612;0.482609;0
0.678612;0.496133;1
0.678612;0.583307;0
0.642737;0.614504;1
0.788752;0.444907;0
0.788752;0.600794;1
0.788752;0.496133;0
0.788752;0.467660;1
0.788752;0.616360;1
0.788752;0.467660;1
0.440145;0.796469;0
0.440145;0.838320;1
0.534924;0.491767;0
0.534924;0.587885;0
0.550421;0.661714;1
0.568680;0.757364;0
0.534924;0.425076;1
0.534924;0.477799;1
0.534924;0.604848;0
0.534924;0.462304;0
0.534924;0.508480;1
0.534924;0.523430;1
0.534924;0.560657;1
0.534924;0.580962;1
0.668700;0.606833;0
0.668700;0.606833;0
0.915743;0.410126;0
0.915743;0.425076;0
0.788752;0.523430;1
0.724485;0.585615;1
0.895786;0.450946;0
0.895786;0.450946;0
0.675713;0.699147;1
0.724485;0.508480;1
0.642737;0.462304;0
0.642737;0.580962;1
0.737518;0.604848;0
0.914045;0.352594;0
0.914045;0.374466;1
0.914045;0.425076;0
0.914045;0.393414;1
0.914045;0.438600;0
0.660217;0.508480;1
0.590368;0.705186;0
0.590368;0.705186;1
0.590368;0.788480;1
0.615298;0.402015;1
0.636376;0.462304;0
0.636376;0.491767;1
0.636376;0.491767;0
0.590368;0.585615;1
0.590368;0.590120;0
0.706227;0.438600;0
0.779927;0.508480;1
0.779927;0.536953;1
0.779927;0.555092;1
0.779927;0.540142;1
0.779927;0.563360;0
0.779927;0.508480;0
0.710078;0.628706;0
0.792960;0.393414;1
0.779927;0.516152;1
0.779927;0.516152;0
0.792960;0.393414;0
0.792960;0.438600;1
0.675713;0.477799;0
0.675713;0.523430;1
0.675713;0.504482;0
0.675713;0.694974;0
0.675713;0.594486;1
0.675713;0.702199;0
0.675713;0.743772;1
0.675713;0.438600;1
0.552841;0.692839;1
0.552841;0.775884;0
0.445508;0.871518;0
0.445508;0.871518;1
0.445508;0.798014;0
0.445508;0.740737;1
0.844196;0.254240;0
0.726521;0.450946;0
0.648815;0.540142;0
0.957591;0.276113;0
0.957591;0.363951;1
0.874708;0.393414;1
0.819264;0.491767;0
0.819264;0.491767;1
0.930150;0.340247;0
0.930150;0.340247;0
0.930150;0.410126;1
0.930150;0.438600;1
0.930150;0.512367;0
0.740590;0.523430;0
0.740590;0.500369;0
0.710078;0.555092;1
0.713825;0.614504;0
0.710078;0.594486;1
0.740590;0.450946;1
0.440145;0.552225;1
0.440145;0.594486;1
0.387409;0.653445;0
0.387409;0.693911;0
1.000000;0.352594;1
1.000000;0.410126;0
0.914045;0.425076;0
0.534924;0.467660;0
0.534924;0.540142;1
0.534924;0.571173;1
0.534924;0.602836;0
0.534924;0.621783;0
0.534924;0.697075;0
0.629705;0.393414;1
0.629705;0.462304;1
0.629705;0.491767;0
0.534924;0.540142;1
0.534924;0.566012;0
0.534924;0.592320;0
0.685148;0.482609;0
0.648815;0.555092;1
0.648815;0.523430;1
0.618304;0.585615;0
0.618304;0.580962;0
0.618304;0.555092;0
0.590368;0.594486;0
0.559855;0.632045;1
0.559855;0.610721;1
0.559855;0.643148;0
0.534924;0.666969;1
0.584786;0.704197;0
0.584786;0.660368;1
0.504413;0.761400;0
0.504413;0.798014;1
0.486154;0.839089;0
0.497399;0.884625;1
0.529343;0.761400;1
0.497399;0.821126;0
0.465076;0.884625;0
0.645201;0.295060;0
0.605864;0.352594;0
0.550421;0.402015;0
0.550421;0.431999;1
0.550421;0.450946;1
0.550421;0.500369;0
0.550421;0.530353;0
0.550421;0.543261;0
0.497399;0.557903;1
0.497399;0.674505;1
0.497399;0.653445;1
0.497399;0.701189;0
0.497399;0.760067;0
0.724485;0.456739;1
0.724485;0.482609;0
0.724485;0.526933;0
0.754997;0.456739;1
0.754997;0.555092;0
0.754997;0.555092;0
0.693972;0.482609;1
0.693972;0.491767;1
0.693972;0.516152;0
0.693972;0.580962;1
0.693972;0.665674;0
0.749415;0.254240;1
0.749415;0.340247;0
0.636376;0.438600;1
0.636376;0.496133;1
0.636376;0.576152;0
0.540287;0.690673;1
0.580934;0.612625;1
0.557557;0.670788;0
0.557557;0.743019;1
0.445508;0.731220;1
0.445508;0.782322;0
0.445508;0.851915;0
0.650000;0.602836;0
0.534924;0.672038;1
0.534924;0.757364;1
0.534924;0.812605;0
0.534924;0.849085;0
0.465076;0.967563;1
0.465076;1.000000;0
0.710078;0.352594;1
0.710078;0.374466;0
0.710078;0.410126;1
0.710078;0.431999;0
0.659119;0.530353;1
0.626943;0.543261;0
0.660217;0.560657;1
0.844196;0.596620;0
0.844196;0.540142;1
